label,review
0,餐还没送到就完成订单了，还等半天自己下去拿。这次太不给力了
0,"跟在店里吃的完全不一样,菜都没放盐,不知道怎么吃"
0,没有收到餐。。
0,不好吃不好吃不好吃，什么里面都是香肠！
1,做的比较精致，就是卷的外包装名称写清楚了，不然不知是什么口味
0,水果有好几样都有点蔫了，看来买水果还是得自己去挑啊！
1,酱爆鸡丁的量太少了！
1,百度外卖一直是我的外卖首选
1,"便宜实惠,好吃不贵"
1,大牌就是靠谱!
0,送餐晚不说，打电话没回复，一点沟通都没有，差差差，绝不会再定
0,凉拌米线能吃吗？餐馆出新品种不试吃吗？无语！
1,下雪天，快递师傅辛苦了！小心路滑！
0,味道还好，饭太硬饭太硬
1,不错，菜里油少，口味清淡，希望商家坚持下去！
1,明明说了不要辣...好辣...
1,"很快,很好"
1,送餐员超快～一直吃这家
1,很快，也好吃
0,"丽华快餐的,菜,怎么能,这么差,图片上显示的是鸡腿,同事们就是,看着鸡腿定的,送来的确实,鱼块,而且味道有点腥,客服说每天的,菜都是不一样吧,那好吧,但是,鱼块,实在是很难吃"
0,app订餐都显示制作中了，电话说要收30块钱车费，百度外卖减8块的活动也不参与。不参与就别跟百度外卖合作啊
1,惊呆了，刚付完钱十五分钟就送到了，买了多次了，好吃，干净，营养。
1,味道很不错，就是油很大，吃的有点腻！
1,配送很快，赞！套餐份量很足，味道很好，特价价格也很便宜，非常划算！
0,菜煮烂了，鸡肉很多都是骨头
1,速度很快，东西也不错，赞一下
0,"香菇鸡肉卷太咸了！！！,皮蛋瘦粥，呵呵，真的很迷你，且皮蛋是皮蛋，肉是肉，米是米。。。。"
0,十一点七分订餐一点送到。很牛逼的饭店，那么久没送过来想取消订单电话总是打不通。细品粗粮？？？饭店名貌似叫细品干锅辣鸭头。百度了他家另部座机能打通没人接…送来的餐盒还烂了～订餐的朋友们注意了啊……真心没田老师红烧肉份量多…个人意见
0,味道一般。来的时候已经有点凉了
0,"肥肉太多！送餐太慢,不会订了"
0,配送满分，问题出在牛肉石锅里牛肉比咸菜还咸，太饿了为了吃这肉居然吃了2份白饭，搞这么咸是操作失误还是掩盖什么？下次不会点了
0,送餐时间太晚了
1,送货很快，经常吃他家的，很棒
1,点赞！大雪天，百度骑士冒雪送餐，比预期快很多！味道好吃！
0,送餐时间特别长，2个多小时。。。自己想吧
1,除了抄手的汤和饮料撒的一塌糊涂吧
1,还不错，也很快～
0,"这个送餐员没有给我拿勺子,我点了汤！怎么喝！也没有给我拿发票.我都备注了！！这么多回头一次差评！"
0,送餐的骗人，说保安不让进，让我到大门口拿，我眼睁睁看着其他送餐的进来，还给送到四楼，也不是第一次叫外卖了，借口这么劣质，差评！
1,速度快態度好
1,卷饼很好吃，肉超多~香菇鸡肉咸了点，下回尝尝其他菜吧，总体上是不错滴。
0,"到现在餐还送不到,电话也没人接,真是太差劲了"
0,"他们家是不是换厨师了,为什么味道没有以前好啊？？？"
1,"挺好的,不错"
0,从没吃过这么难吃的小炒肉，整个就是芹菜炒肉，用了红的辣椒皮，芹菜还是软的
1,好吃，就是牛蛙太少了
0,"点的汤。,没有汤勺,。。。。。"
1,很好哦，很好很好。。。。
1,沙拉忘了酱
0,不守时，而且蛋糕送过来散架了都
1,超级准时，面好辣呀！
1,好吃速度快
0,"快递员态度很差,不像在必胜客app点餐的骑手友善"
1,看着不错，饭量也还可以。
0,少给了一根烤肠要的两根只给了一根
1,味道就不用说了，关键送的超快，从下单到吃到只用了30分钟，热乎乎的，骑士给力！
1,送货很快哦
1,都好喝。烤珍珠尤其好喝
0,第一次忘送粥了
1,宇宙卷饼非常棒
1,卷饼太好吃啦！蔬菜鸡肉卷，鸡肉很足，蔬菜有青椒、香菇、豆芽、洋葱、土豆丝。口味和淡，不油腻，非常健康！
0,送餐慢不说，汤凉了还怎么喝，送到汤都洒了一半，就是不能上图，要不让他们看看！
0,"不好吃,饭根本不像饭,难吃的咽不下去"
1,一如既往的好吃！派送员很负责，小点心一点没碎！
0,第二次点，送餐员晚了15分钟，菜量大，味道还好，只是这次青花土豆丝里吃出个钢丝球丝，很郁闷。
1,"好吃诶,好大一根卷饼,好多肉,真划算,下次还点,辛苦师傅了"
1,特别好吃，量特大，而且送餐特别快，特别特别棒
1,就是不能按预定时间送达.....要么晚四十分钟要么早近一个小时.......
1,外卖员名字跟我们家名字一样
1,酱再多点薄脆蓬点就好了
0,快递很快，米线一般
1,送餐太慢了！！！！！
1,没想到这么好吃，好评！！！
0,"这个单子,我没拿到餐，钱也扣了，你说怎么办吧。"
1,很好，送餐小哥服务不错，态度很好，准时，饭菜也不错，大冷天，赞一个
0,发错单了！我吃了两份韭菜的！！！
1,太贵了，八个饺子大小的包子，几口就没了。
0,皮蛋瘦肉粥不错，土豆肉丝盖饭就呵呵了
1,"口味,不错，干净味道好，送货员服务非常好！"
1,配送员很棒！
0,乌鸡汤一块鸡肉都木有！！！！！
0,食物不错，就是服务太差，点了这么多回就这次很不爽，小菜没有盒子包装还收包装费？！说了提供餐具却没有筷子没有勺子！！！送菜的不认识路竟然要我下去接他1我勒个去！！！无奈
1,好吃，就是价格有点高量小点
0,烤串有些走油，紫菜卷和秋葵卷有些腻，应该配点刷的酱。
0,差评差评差评！送了三个小时才送到，好意思吗？10点13分点的餐，13点13分送到，搞活动订单多我知道，但总得有个先来后到吧？以后不可能在这家定餐了！
1,好吃，小贵。比附近另一家对我口味
0,迟到了半个小时，星巴克没有吸管！！说了要发票也没有！体验很差！！
0,"土豆不是新鲜的,牛肉质量差"
1,真的挺好吃的。。。
1,买了两份馅饼只给了一份，也没解释为啥也没退钱
1,四个人吃得很饱，要是能选择尺寸就更好了
1,这几天都在点，今儿给朋友点了几杯她们都赞不绝口！赞！
1,眉洲的除了有些辣以外还是很好吃的
1,"番茄醬撒了QAQ,其他nice"
1,好极了好极了好极了……
0,外卖员把汤全洒了，菜还是凉的！绝对差评
1,"百度骑士很快,餐送过来时还冒着热气,赞一个"
0,送的太慢了，真是气死人
1,"味道很浓,而且还可以换不喜欢的布丁,很灵活的店家,赞一个"
0,送餐速度很慢，菜量小，菜品也太差，根本对不起这个价钱。
1,"餐盒漏了,菜油洒了一袋子"
0,饭还行，催单的时候接电话人态度不咋地。
1,快递小伙真不错，菜的辣味十足
1,快递大哥很负责任，相当棒
0,送的挺快，就是味道一般。
1,送达晚了些，但是送了一瓶饮料，心情舒缓了些，好评
0,点错了！菜没有按时送达，到现在还没有送到
1,包装不错，干净卫生，
1,挺辣的，吃着还可以吧
0,不满意的一次外卖
0,"真是宇宙那头送来的卷饼，足足两个小时。,哎，天气原因，也是醉了"
1,这个味道一般，不喜欢
1,价格合适，味道鲜美。我们公司每天订他们家饭
1,"外送员，幸苦了,！顶着沙尘暴"
1,真不错，还有活动，超值的
1,送餐小哥服务很好！
1,还可以吃着。
1,"送餐小哥细心,迅速,辛苦了"
1,不是自己吃的。。不过应该很好吃吧。。不然朋友也不会经常订这个啦~~
0,送货慢，订的排骨没了，换了个黄焖鸡，有点辣
0,我的肘子卷变成了香菇卷。皮蛋粥变成了南瓜粥。。不太合适吧....
1,骑士服务态度很好，速度很迅速！
0,送的慢1个多小时，卷饼特别干，没有老北京鸡肉卷好吃，因为里面没有酱，而且肉不太好，感觉不一定是肘子肉，不会再吃了
0,鲜肉小笼汤包很腻，不好吃。皮蛋瘦肉粥还不错。
0,"很一般,送到家凉了"
1,好大一个饼
1,太惊喜了，刚订上就送来了，而且感觉比以前好吃了，包装盒也从圆的变成了方的，非常棒
1,满意，满意，好吃，好吃，味道超级棒棒棒棒！速度快快快。
1,好棒！一直支持！如果有盖饭就更完美了
0,都说了不要放葱蒜，还有就是到了指定时间还没送到，艹
0,5点半下单，接单以后7点半送到，送来的时候整个都凉了。我如果不打商家电话问不知什么时候才能吃上。再这么送餐可能顾客会少一半。希望改正。
1,"包装好有喜感~满满的都是肉~除了有点干,其他都OK~"
1,"好吃。速度快,哈哈哈哈哈哈"
1,特别贴心的骑士。服务超级赞
0,真的是很难吃啊，可能口味不一样吧，我和我同学就吃了几个就不吃了
0,根本不是肘子肉，只是些瘦肉加肥肉。
1,好好好好好！快递辛苦啦！
0,不是很好吃
1,味道很不错，送来还是热的
0,首先，送餐太慢，缺点！其他包装，味道很不错！用料ok！
1,有点远速度还行
0,一个多小时送过来，凉的
1,最喜欢吃蘑菇鸡肉的卷了！大爱！
1,送餐快，菜品还是热的.服务也好
1,配送人员服务态度好，菜品太美味了，还会再来，满意！
0,口味比较淡，一般
1,"很快,菜分量足,超赞"
0,菜很难吃，还很贵。农家小炒肉弄成了芹菜炒肉，菜太难吃了。
1,感谢卖家做出这么好吃的千层蛋糕，感谢送餐人员快速到达！辛苦了！
1,"好吃！！分量足,居然给了这么多肉"
1,谢谢咯，辛苦了。
0,"还可以吧,送餐太慢了"
1,骑士非常快，东西也非常好吃
1,牛杂很好吃
1,送餐姐姐服务特别好，耐心友善，赞赞
1,煎饼非常好吃，个头大，点了两，一个就吃饱了，麻辣鸡丝凉面一般，也许是个人口味问题吧。
1,"不错,包装也很好"
0,一般吧，有点偏咸口
0,蕨根粉太硬太难吃
0,咖啡全部都撒了出来，每个杯子至少损失了5分之1，杯子外面都是干了的咖啡，运输环境太差
0,太慢了等了一个半小时..
0,坦白说，饭菜挺好吃的。但是送餐太慢了，快2个小时才送到，送餐员也不容易。希望能多些送餐员配送。因为送餐时间太长非常影响用户体验！
1,很好吃，送餐也快，赞！！以后会多订这家的！！#^_^#
1,味道挺赞，配送比预想中的快
0,包装不错，口味一般。
1,辛苦送餐员，填错了地址又白走了一趟，辛苦了！服务态度很好！
0,牛肉太老了
1,"服务态度挺不错,菜品质量也好"
0,酱炒蛋特别油，很难吃。压过排骨油豆角里面排骨和豆角很少，土豆最多。
0,太慢了，两个小时才送来，都凉了
1,喜欢哦，每天都在喝，就是昨天忘了给我半糖了
0,送餐，我等了两个多小时，饿死俺了
1,味道还可以，对我来说，咸了点~
0,土豆都没熟！牛肉做的太老了～
0,5块钱藕片4片老板说分薄后来决定的，第一次听过
0,10点多下的订单12点半还没送到，建议soho现代城和建外soho的小伙伴们以后不要订他家了，估计是做出来等凑够一定数量才送的，也好意思叫“正时送”？饭菜都是凉的了，五花肉凉了那种腻腻的感觉，你懂的。另外百度外卖以后也别用了，补贴多但是不是涨价就是饭菜量抽调，对这些没法按时送的也不管理，根本不无法保证消费者的利益
1,"非常好,相当棒,很快，味道好好"
1,饭菜质量很好，服务好。送饭速度快。
0,辣，饭冷啦，都两三小时才送来慢
0,"茄子居然没有放盐,我几乎都没吃,做的做来越差,我打开包装茄子到处都是,都从盒子里出来了,怎么吃再加上没有盐"
0,"送餐超级慢,用了一个小时四十多分钟,送过来的时候都凉了"
1,吃了牛肉，鸡肉和肘子，最后结论还是肘子好吃～
1,还好吧就是肉切的有点大饼不是太好如果是厚面烙饼会好很多，
1,送的挺快的
0,送餐速度太慢了，比蜗牛还慢。没有皮蛋瘦肉粥给我换了一个可乐，还没给我补差价
1,"7点半下单,9点送到,今天天冷可以理解,外送态度也非常好,虽然等了很久,但是还是好评吧"
0,味道一般。
1,我订的是套餐，怎么只给我送单点的？
0,真是把宇宙都卷包没了
1,速度很快，食品也特别棒！
1,非常好速度很快服务态度很好味道超好超赞云吞有点贵汤包便宜又好吃下次还来
1,唯一美中不足的，就是一点儿甜味儿都没有。
0,超过90分钟餐才送到，太慢了，催了多次，说门店联系我，也不联系。万幸，饭菜还是热的，还可以。
1,很好吃，定了好几次了
1,"卷饼,有有点油,味道还好,皮蛋瘦肉粥,很好吃"
0,不知道怎么这么慢！
0,做菜一次不如一次，实在是太难吃了，豆角都是苦的，菜价还贵，本想好吃就算了，送餐慢死了，再也吃他家的了
1,不错，好吃，两个人没吃完，还会光顾！
1,杂酱面量很大，味道不错，就是油太大。吃完很腻，藕丁很爽口
0,等了近两个小时
0,20元套餐感觉一般般。
0,干净卫生个人感觉不错
1,我以为付款那个留言备注就是摆摆样子呢，即使不摆样子，餐厅备菜人员也不会在意！于是在备注栏里颤颤巍巍地提了自己不喝可乐，已经存了好几杯黄太吉的软软了，不知道软软能否换成豆浆？确认，发送！结果，果真见证奇迹的时刻发生了！是豆浆，没错的！送来的是豆浆！以至于我激动得忍着饿冒着随时饿昏的危险非要在吃前来评论！
1,"大雾霾的,外送大哥辛苦了！天冷注意身体！"
1,还好，没有什么油水.。。。
1,肘子蔬菜拌饭里的菜再熟一些就好了~~
1,稻香村的糕点一直都很好吃
0,你们就是这样的吗。鸡汤是酸的，放了几天才给我们喝呀。妄我这么支持你家
1,非常好吃，而且速度特别快
0,送歺太慢！
0,大冬天豆沙粥居然是凉的，菜单上还没个标注！太让人无语！
0,"速度达不到40分钟,希望如实描述,。米线油多,倒进全部米线后会溢出饭盒,很不方便,希望换更大更高的饭盒"
0,"送了俩个小时,,坑爹啊...."
1,希望下次尽量按时送，不要太早了
1,老炮套餐少送个江米条，店家亲自送来了，打电话给快递的时候他说他车没电手机也没电了。
0,菜凉了就忽略不计了，最搓火的是辣椒都柴了好像都没有炒熟。真是痛苦的订餐经历！！！
1,"包装不错,味道也不错"
1,家里人都吃的跟满意，十分
0,味道一般！而且等了一个多小时。
0,第二次了，我点的东西没有按数量送达。上一单在评论里已经反映过这个问题，这次下单也在备注里叮嘱取餐员跟餐厅核对好数量再送，结果还是不对。看来百度外卖真的可以放弃了。
1,饭提前到了，而且还弄漏了真是的
1,味道一般，但是服务和饭菜质量很好！
1,味道不错，还实惠
1,太香了，太大了，全是肉，嘴唇都撑裂了
1,"送的太快了,不是说好的十二点吗,人和人之间的信任呢"
1,还好吧，披萨不会再要这个了，可以试试其它的
1,饺子和盖饭都挺好的。就是酸辣粉不正宗感觉。不知道四不四因为时间长了。
1,喜欢京酱肉丝卷，飘香肘子卷肉再烂些就好了，土豆肉丝卷是辣味的
1,就是送餐很难，着急的童鞋慎重
0,味道还行，就是送餐太慢了……
0,不值17元！我要的是肘子，里面加了一半鸡肉，不如大街上手抓饼加两块里脊，皮蛋瘦肉粥6元不如早起2.5元的实在
1,干煸四季豆特别好吃，豆腐太嫩！
1,"很快很快,但是南瓜羹很难喝"
1,整体不错，不错，不错
1,非常好吃，送餐很快，绝对好评
0,土豆丝还可以，香菇的好难吃！
1,好喝。。速度快。。。
1,老公说太好吃了
1,送餐员人很好，服务不错。速度也挺快
1,挺快的。菜送来还是热的。
1,已是他家老客户，味道正宗，饺子料包齐全，以后最好能出台一个单份饺子套餐更好
0,无论如何，麻婆豆腐不应该先炸过啊⋯⋯
1,味道好！名店质量有保障！送餐速度也很快！
0,速度太慢，饿死了快～
1,卷饼一般，粥和小菜不错，包装很精致
0,米饭跟没给一样，一口就没了，怎么吃？
1,就是酱香鸡腿味，我说要吃辣一点也没给我加，关键送来是凉的，凉凉的，是一点点热都没有的，买了38的大份才吃饱，我是妹子。
1,"八宝茶太太太...咸了,木耳和南瓜粥不错"
1,送餐员态度很好，效率高
0,菜很难吃，大盘鸡全是鸡肉，没看到腿或者翅膀，白菜很黄，像腌菜，要了两份米饭，只送了一份，打电话质问，还说两份在一个盒子里，一个盒子两个人怎么吃呢！
1,比别家鸡排小
0,从下单到收到餐，142分钟，送到的粥洒了。。
1,还不错的，很快。
0,饭都拌好了，而且饭因为板好的原因辣酱又咸又辣！闲的你们拌好了送！用的着你们给拌好了么！多此一举！
1,包装太精致了，很高大上。肉也很多，但是饼有点生，不太熟。
1,"站点不错，推荐。,小pizza我一人吃一张正好"
1,非常准时！！！鸡肉的很好吃
0,丸子不好吃
0,差评，超级慢，没有在规定时间送达，还要自己到店里去吃……态度还超差
1,好吃又便宜，真的真的很好吃。
1,特别感谢快递师傅！这么大风天气还准时送到！辛苦辛苦…谢谢啦！
1,送的很快，师傅人也很亲和
1,很好吃，谢谢
1,"很好,外卖小哥服务也很好"
0,用打包袋送来的，没吃直接扔掉了！气死我了
1,忘记给勺子了，豆腐脑没吃成
1,不错，味道很好
0,石锅拌饭果然不能吃外卖。。凉了没法吃
0,点汤不送米饭，之前在店里吃的时候都是有米饭的，外卖却没有，打电话过去问，服务员态度也极差
1,"如果是肉片就更好,饼如果能更筋道一些，就太完美了。"
1,味道很好就是送餐太慢
1,等了两个小时。
1,味道真心不错啊，像家里做的感觉～
1,"又快又好,小哥态度很好,好评"
1,味道不错，份量很足，建议都点小份。红薯超好吃就是太烂了容易碎
0,根本就没给我送到，让我等一下午。
1,服务好，速度快，赞
1,很好吃，送餐速度非常快
1,毛血旺好吃，以后还会来
0,坑！等了两个小时！催单三次，打电话过去N次，一直通话中！都没法取消！我都不想骂人了
0,忘放芝士。。。而且配送慢饭已凉
0,餐不错，速度慢
0,"饭已经凉了,而且晚送了半个小时"
1,就是时间晚每次都晚
0,说订单满30赠小菜，结果没有！
1,"听闻不错,亲自品尝,面的味道确实可以"
0,送餐太慢了，每次都要1个多钟头
0,羊肉泡馍太咸了啊
0,送餐太慢了，10：30订餐，12：30才送到，饿死我了，没有下次了
1,真的优惠！！送的不慢！！
1,下次还点！
1,不能再赞了，我由于饿了让提前送了，居然20分钟就送来了，而且服务态度很好，送餐的打大叔态度也很好。重要的是食物好吃，我非常喜欢。好评全5分
0,非常不好，等了2个小时，而且煎饼都软了。
0,皮真厚，晚了半个多小时，送的慢不说，饺子都没煮熟，自己下锅又煮了一遍。再也不会订了
0,很难吃！！！
0,送外卖的人真的太太太慢了，饭店都做好半个小时了，才去取餐，送到后，饺子都已经凉了，而且都粘住了根本没法吃啊！
0,谢谢，服务非常好，继续支持
1,味道好，送餐快！
0,几乎没有牛肉，全是蒜苔
1,"建议再出款浓情可可，与岩岩的区别一下。,总体很满意啦！百度我支持你哟！雾霾天百度小哥辛苦你啦！百度公司一定要发给他们口罩哦，太不容易了！"
1,赞，师傅很辛苦，很好
1,"很不错,很好吃"
0,"原味奶茶没加椰果,而且上面的封模破了"
1,"送餐超快,面不坨,味道好"
0,真的就是两个小时，足足两个小时，催单三次，不过分量太大了，一个人没法吃～
0,144分钟，足足两个多小时。木有筷子。不会再定。
0,"本单实际送达时长为169分钟,口味什么的就不重要了吧,对耐心要点32个赞哦"
1,都不容易全五分吧
0,居然漏单，打开一看袋子单点的四喜丸子没送，要点辣椒也没给。太生气了
0,送餐非常慢，东西又难吃，没有酱
1,一个小时送到的，很好吃，但是点了平菇怎么没给
1,一定要及时吃啊
1,包装好漂亮！
0,配送小哥辛苦了，之所以差评，是因为饭里居然有头发！！！受不了！！！
0,牛肉汤不正宗哦
0,他们是自己的送餐员，速度且慢了，两个小时！
1,"非常好,下次还来订"
1,点的饺子非常好吃，送餐也很快。
0,送来倒是准时，可是都凉了！！！！！！！！
1,配送员特别好！很快！感谢配送员
0,"除了碰上店家没电等了一个多小时,其他都不错，菜品可很好"
0,太慢！！鱼香肉丝没见几根肉丝
0,鱼块味道一般，小咸菜味道不错，米饭有点多
1,快递给力，排骨饭和鸡饭全是肉，味道好，汤都拌饭了，一个女生吃不下一份。
1,送货超级迅速，服务到位，好评
1,京酱肉丝卷刚做出来的好吃
0,快递服务特别好，就是这双重香草拿铁太差劲
1,特别幸苦，特别感谢！
1,非常好，送货的师傅特别好，谢谢
1,很喜欢吃酸菜。汤也很鲜。。。
0,清水煮面。啥滋味都没有
0,少给我一杯豆浆
1,味道还行，送过来还是温温的，正好
1,发货太速度了，热乎乎的，都很好吃！百度骑士辛苦啦！
1,领导说这是一个非常适合加班时候吃的略带文艺的小卷饼
0,皮蛋粥快咸死了，不好吃！不过包装值得表扬！
0,特难吃，菜、酱都特少。送餐超慢！而且还不接电话，
0,垃圾，吃了拉肚子，恶心，垃圾，菜也是凉的，饭也不好。劝大家小心，本人亲自体验，实在太垃圾。
0,"不好吃,不好吃,非常不好吃"
0,"味道就那样把,盖浇饭挺难吃的"
1,送餐小哥服务非常好(✪▽✪)!
1,送餐小哥辛苦了，大冷天的
0,真的两个多小时！！！！
0,准时送餐，不要太早，也不要太晚
0,和以前的大不一样了，不怎么好吃
1,很好吃，奶茶还好，天很冷，还没有凉
0,送餐师傅也不容易可以体谅，不过这咖啡撒的也是可以的，白色的星巴克纸杯几乎都撒成咖啡色了，其他师傅送也没有出现这么严重的撒漏，只能是希望师傅以后路上小心一些，毕竟买的就是质量
0,店家和送餐的人特别不好，送错地址了还赖我写的不清楚
1,快递小哥非得常快！
0,"米线好多,没有店里好吃,但是还可以啦"
1,好吃，送餐时间太早了
1,好评，服务好，态度好，味道也很好！
0,"等了一个小时,算少的了"
0,菜有点少，饭好吃，送餐慢
1,百度骑士很快就送到啦！不错
0,太慢了，也不好吃，除非几点送来都无所谓，要不就别定了
1,还不错⊙▽⊙
0,牛肉的筋太多，味道还行，不过价格摆在这里，挺公道的了
1,很好，速度飞快，炸鸡有点火大
0,距离很近，但是饭送过来是冰凉的
1,挺好吃！就是炸土豆丝写的是10元，不知道为什么结账时就变20元了，后来就没点～
1,原来一直用的百度糯米下单没评价功能，今天下了个专用客户端，把评价补上。这个确实不咋好吃
1,不错，很好吃，送货快
0,太油了！！！
0,"送餐时间过久,饭都凉了"
0,鸡蛋太少都是酸豆角
1,总体来说还不错的，继续关注。
1,味道不错，挺讲究的，私房豆腐很好吃
1,送餐员王昭晖很努力，态度很好，好评
1,"鸡柳这个挺实在的,就是炸的,略腻"
1,"太实惠了,味道好,好好好好"
1,"给了两袋辣椒酱好开森,但是勺子断了,太不抗用了,虽然我也没怎么期待吧"
0,"无语了啊,鱼香肉丝卷饼没有单点选项,无奈选了套餐,凑不到起送费又点了粥,于是注明了套餐送的饮品不要粥,现在好了,两个粥,真是浪费。。。还有外卖小哥的态度,啧啧。。。"
0,支付方式太差
1,"送餐特别快,态度好,辛苦啦,谢谢"
0,慢，饭还可以
1,"不知道为啥连袋子都没有，端的我一手油，牛肉的味道可以就是师傅的刀功能再好点么,大的太大小的太小。白菜太油了,建议青菜少放点油，有汤都可以"
0,第一次用感觉太差了，比在店里吃少了一半的量
0,太差了，订单要求15：30送，可是13：30就送来了，投诉还无用
1,服务很好，送的很快，很有礼貌。
1,奶茶很好喝
0,荤劲十足牛堡和小皇堡一样小，太小了。。不值。
1,送的比较慢
0,送餐慢，送了70多分钟，而且包装简单，拿到之后，到处都是红油，餐巾纸都没有！最后吃完饭，办工桌子就跟一个废墟一样，身上到处都是红油，说了不吃辣椒，结果还是辣椒粉多的要死，我自己因为不够20元，多加了一个小果粒橙汁，然后送给我的盒装饮料取消不送了，简直悲剧。
1,第一次，感觉不错，孩子爱吃。
0,太辣了，送餐速度慢了点，等了两小时
1,非常好！！！
1,说好的豆瓣酱哪去了，忘了吗？
0,送的挺快，不过为什么没有以前好吃了呢
0,还真是水平有限
0,"希望可以一对一配送,中间不要再配送了！送来的不是星冰乐！就是一杯抹茶水！！！"
1,本来要不加葱花的，结果两份里面都有！
0,"只想说一句，做不起外卖就不要做外卖。我北科的，就问离这么近.你哪次1个小时之内送到过？打电话催单故意把电话不放好打不通电话一直转什么破小秘书，取消订单更是别谈.等尼玛送来都不饿了。干不起就不要来坑学生好吗？,配送时间超慢超慢，千万不要来这家"
0,"可乐都撒了,也没有吸管"
0,点了薯条没送过来，又跑了一趟才送到。可是时间太长不想吃了。送过来的汉堡都压扁了
0,现在的量明显比以前少。不实在了。
1,卷饼不太好吃哦
0,"速度真的慢的不能再慢！足足等了1个半小时,有待改进！！"
0,此单根本没有送达，打电话过去说没有做，都快两小时了，你告诉我没有做？垃圾垃圾。百度竟然还确认送到了，岂止是垃圾，简直就是垃圾
0,米饭再多一点，就更好了。
1,速度很快，百度骑士人也特别好！
1,包装很精致
0,这次时间真的有点长
0,送餐时间有点长
0,味道不错，价格也可以，但是评价给一星，就是对接线员的服务态度，实在太差了
0,给三星是因为送餐很快，但是美式都已经洒了很多，杯子外面都是咖啡
1,小哥态度很好，两种饮料都很好喝
0,"东西弄得太脏了,还难吃"
1,很贴心的包装，食物也很美味，谢谢
0,外卖等了两个半小时才送到，给客服打电话让商家回电也不回，最后外卖小哥说电动自行车爆胎了，不如说实话，忘了就忘了呗，卷饼还是好吃的，希望以后不要忘单了。
0,"超级无敌慢,等了整整三个小时"
1,"百度骑士,非常好,！"
1,对于北方的女汉子中份的卷饼稍稍有点不够吃，喝了粥就好多了
0,"辣死了,但是送餐速度好快"
0,菜量太小了
1,味道好，送餐快，分量足
0,送餐花了一个半小时……无语了
